,Pin,Dispatch Center,Origin Center,Return Center,Facility City,Facility State,ODA
7915,201000,Noida_Sector67Bblock_L (Uttar Pradesh),Noida_Bairangpur_GW (Uttar Pradesh),Noida_Sector67Bblock_L (Uttar Pradesh),Noida,Uttar Pradesh,False
7916,496225,Kunkuri_Dugdugiya_D (Chhattisgarh),Kunkuri_Dugdugiya_D (Chhattisgarh),Kunkuri_Dugdugiya_D (Chhattisgarh),Kunkuri,Chhattisgarh,True
7917,493221,Raipur_Guma_H (Chhattisgarh),Raipur_Guma_H (Chhattisgarh),Raipur_Guma_R (Chhattisgarh),Raipur,Chhattisgarh,False
7918,688526,Cochin_Kuthiathodu_D (Kerala),Cochin_Kuthiathodu_D (Kerala),Cochin_Kuthiathodu_D (Kerala),Cochin,Kerala,True
7919,700124,Kolkata_Madhyamgram_H (West Bengal),Kolkata_Madhyamgram_H (West Bengal),Kolkata_Madhyamgram_H (West Bengal),Kolkata,West Bengal,False
7920,333020,Buhana_Rajota_D (Rajasthan),Buhana_Rajota_D (Rajasthan),Buhana_Rajota_D (Rajasthan),Buhana,Rajasthan,
7921,627130,Thisynvilai_Kerikrnthtu_D (Tamil Nadu),Thisynvilai_Kerikrnthtu_D (Tamil Nadu),Thisynvilai_Kerikrnthtu_D (Tamil Nadu),Thisayanvilai,Tamil Nadu,True
7922,756133,Chandbali_Binataro_D (Orissa),Chandbali_Binataro_D (Orissa),Chandbali_Binataro_D (Orissa),Chandbali,Orissa,True
7923,852110,Supaul_SadrHsptl_D (Bihar),Supaul_SadrHsptl_D (Bihar),Supaul_SadrHsptl_D (Bihar),Supaul,Bihar,True
7924,414005,Ahmednagar_Temp_L (Maharashtra),Ahmednagar_Nagapur_H (Maharashtra),Ahmednagar_Temp_L (Maharashtra),Ahmednagar,Maharashtra,True
7925,711111,Howrah_Alampur_L (West Bengal),Kolkata_Dankuni_GW (West Bengal),Howrah_Alampur_L (West Bengal),Howrah,West Bengal,False
7926,577414,Thirthahalli_Konanduru1_DPP (Karnataka),Thirthahalli_Konanduru1_DPP (Karnataka),Thirthahalli_Konanduru1_DPP (Karnataka),Thirthahalli,Karnataka,True
7927,636813,Dharmapuri_Agrinagar_D (Tamil Nadu),Dharmapuri_Agrinagar_D (Tamil Nadu),Dharmapuri_Agrinagar_D (Tamil Nadu),Dharmapuri,Tamil Nadu,True
7928,500089,Hyderabad_Narsingi_L (Telangana),Hyderabad_Shamshbd_H (Telangana),Hyderabad_Narsingi_L (Telangana),Hyderabad,Telangana,False
7929,688545,Alappuzha_Bernard_D (Kerala),Alappuzha_Bernard_D (Kerala),Alappuzha_Bernard_D (Kerala),Alappuzha,Kerala,True
7930,243722,Babrala_Teacherscolony_D (Uttar Pradesh),Babrala_Teacherscolony_D (Uttar Pradesh),Babrala_Teacherscolony_D (Uttar Pradesh),Babrala,Uttar Pradesh,False
7931,637205,Erode_BharathiNagar_L (Tamil Nadu),Erode_BharathiNagar_L (Tamil Nadu),Erode_BharathiNagar_L (Tamil Nadu),Erode,Tamil Nadu,True
7932,209402,Ambujnagar_Narwal_D (Uttar Pradesh),Ambujnagar_Narwal_D (Uttar Pradesh),Ambujnagar_Narwal_D (Uttar Pradesh),Ambuj Nagar,Uttar Pradesh,True
7933,758022,Anandapur_Ghasipura_D (Orissa),Anandapur_Ghasipura_D (Orissa),Anandapur_Ghasipura_D (Orissa),Anandapur,Orissa,True
7934,411024,Pune_PandurangIndArea_L (Maharashtra),Pune_PandurangIndArea_L (Maharashtra),Pune_PandurangIndArea_L (Maharashtra),Pune,Maharashtra,True
7935,847109,Jhanjharpur_Mahespura_D (Bihar),Jhanjharpur_Mahespura_D (Bihar),Jhanjharpur_Mahespura_D (Bihar),Jhanjharpur,Bihar,True
7936,281203,Chhata_TehsilRoad_D (Uttar Pradesh),Chhata_TehsilRoad_D (Uttar Pradesh),Chhata_TehsilRoad_D (Uttar Pradesh),Chhata,Uttar Pradesh,True
7937,425103,Jalgaon_MIDC_I (Maharashtra),Jalgaon_MIDC_I (Maharashtra),Jalgaon_MIDC_I (Maharashtra),Jalgaon,Maharashtra,True
7938,580029,Hubli_Budarshingi_H (Karnataka),Hubli_Budarshingi_H (Karnataka),Hubli_Budarshingi_H (Karnataka),Hubli,Karnataka,False
7939,635115,Krishnagiri_Bynapalli_I (Tamil Nadu),Krishnagiri_Bynapalli_I (Tamil Nadu),Krishnagiri_Bynapalli_I (Tamil Nadu),Krishnagiri,Tamil Nadu,True
7940,621211,Kulithalai_CaveryNagar_D (Tamil Nadu),Kulithalai_CaveryNagar_D (Tamil Nadu),Kulithalai_CaveryNagar_D (Tamil Nadu),Kulithalai,Tamil Nadu,True
7941,751017,Bhubaneswar_Bampakhuda_GW (Orissa),Bhubaneswar_Bampakhuda_GW (Orissa),Bhubaneswar_Bampakhuda_GW (Orissa),Bhubaneshwar,Orissa,False
7942,431503,Selu_Vidyangr_D (Maharashtra),Selu_Vidyangr_D (Maharashtra),Selu_Vidyangr_D (Maharashtra),Selu,Maharashtra,True
7943,424204,Soegaon_Shivajinagar_DPP (Maharashtra),Soegaon_Shivajinagar_DPP (Maharashtra),Soegaon_Shivajinagar_DPP (Maharashtra),Soegaon,Maharashtra,True
7944,261207,Laharpur_TehsilHQ_D (Uttar Pradesh),Laharpur_TehsilHQ_D (Uttar Pradesh),Laharpur_TehsilHQ_D (Uttar Pradesh),Laharpur,Uttar Pradesh,True
7945,506011,Warangal_Stambampalli_I (Telangana),Warangal_Stambampalli_I (Telangana),Warangal_Stambampalli_I (Telangana),Warangal,Telangana,False
7946,243601,Budaun_KrishnaPuriRd_D (Uttar Pradesh),Budaun_KrishnaPuriRd_D (Uttar Pradesh),Budaun_KrishnaPuriRd_D (Uttar Pradesh),Budaun,Uttar Pradesh,True
7947,507168,Wyra_RajasekharNagar_D (Telangana),Wyra_RajasekharNagar_D (Telangana),Wyra_RajasekharNagar_D (Telangana),Wyra,Telangana,True
7948,841244,Maharajganj_Sihauta_D (Bihar),Maharajganj_Sihauta_D (Bihar),Maharajganj_Sihauta_D (Bihar),Maharajganj-BH,Bihar,True
7949,482051,Jabalpur_Timri1_H (Madhya Pradesh),Jabalpur_Timri1_H (Madhya Pradesh),Jabalpur_Timri1_H (Madhya Pradesh),Jabalpur,Madhya Pradesh,False
7950,485881,Amarpatan_Ward14_D (Madhya Pradesh),Amarpatan_Ward14_D (Madhya Pradesh),Amarpatan_Ward14_D (Madhya Pradesh),Amarpatan,Madhya Pradesh,False
7951,574202,Puttur_Darbe_D (Karnataka),Puttur_Darbe_D (Karnataka),Puttur_Darbe_D (Karnataka),Puttur,Karnataka,True
7952,416120,Sangli_Miraj_D (Maharashtra),Sangli_Miraj_D (Maharashtra),Sangli_Miraj_D (Maharashtra),Sangli,Maharashtra,True
7953,757101,RajBerhampur_Gohira_DPP (Orissa),RajBerhampur_Gohira_DPP (Orissa),RajBerhampur_Gohira_DPP (Orissa),Raj Berhampur,Orissa,True
7954,682003,Cochin_Kalamaserry_L (Kerala),Cochin_Kalamaserry_L (Kerala),Cochin_Kalamaserry_L (Kerala),Aluva,Kerala,False
7955,712307,Ilipur_Dhanyahana_D (West Bengal),Ilipur_Dhanyahana_D (West Bengal),Ilipur_Dhanyahana_D (West Bengal),Ilipur,West Bengal,True
7956,821307,Sasaram_Karwandiya_I (Bihar),Sasaram_Karwandiya_I (Bihar),Sasaram_Karwandiya_I (Bihar),Sasaram,Bihar,True
7957,755049,Chandikhol_Gandhichhak_D (Orissa),Chandikhol_Gandhichhak_D (Orissa),Chandikhol_Gandhichhak_D (Orissa),Chandikhol,Orissa,True
7958,642134,Pollachi_MahalakshmiNgr_D (Tamil Nadu),Pollachi_MahalakshmiNgr_D (Tamil Nadu),Pollachi_MahalakshmiNgr_D (Tamil Nadu),Pollachi,Tamil Nadu,True
7959,422610,Akole_Mahalxminagar_D (Maharashtra),Akole_Mahalxminagar_D (Maharashtra),Akole_Mahalxminagar_D (Maharashtra),Akole,Maharashtra,True
7960,122001,Gurgaon_Sector17_L (Haryana),Gurgaon_Sector17_L (Haryana),Gurgaon_Sector17_L (Haryana),Gurgaon,Haryana,False
7961,721171,Bagnan_Abhirampur_L (West Bengal),Bagnan_Abhirampur_L (West Bengal),Bagnan_Abhirampur_L (West Bengal),Bagnan,West Bengal,True
7962,676515,Malappuram_Padaparamba_D (Kerala),Malappuram_Padaparamba_D (Kerala),Malappuram_Padaparamba_D (Kerala),Malappuram,Kerala,False
7963,576115,Manipal_IndstrlArea_P (Karnataka),Manipal_IndstrlArea_P (Karnataka),Manipal_IndstrlArea_P (Karnataka),Manipal,Karnataka,True
7964,506122,Gudur_Chandrugudem_D (Telangana),Gudur_Chandrugudem_D (Telangana),Gudur_Chandrugudem_D (Telangana),Gudur-TS,Telangana,True
7965,623519,Rameswaram_Thangachimadam_D (Tamil Nadu),Rameswaram_Thangachimadam_D (Tamil Nadu),Rameswaram_Thangachimadam_D (Tamil Nadu),Rameswaram,Tamil Nadu,True
7966,625201,Madurai_Avaniyapuram_H (Tamil Nadu),Madurai_Avaniyapuram_H (Tamil Nadu),Madurai_Avaniyapuram_H (Tamil Nadu),Madurai,Tamil Nadu,False
7967,825106,Gomoh_Topchanchi_D (Jharkhand),Gomoh_Topchanchi_D (Jharkhand),Gomoh_Topchanchi_D (Jharkhand),Gomoh,Jharkhand,True
7968,181104,Jammu_TransportNagar1_L (Jammu & Kashmir),Jammu_Baribrahmana_H (Jammu & Kashmir),Jammu_TransportNagar1_L (Jammu & Kashmir),Jammu,Jammu & Kashmir,True
7969,284001,Jhansi_Nandanpura_I (Uttar Pradesh),Jhansi_Nandanpura_I (Uttar Pradesh),Jhansi_Nandanpura_I (Uttar Pradesh),Jhansi,Uttar Pradesh,False
7970,624218,Madurai_Avaniyapuram_H (Tamil Nadu),Madurai_Avaniyapuram_H (Tamil Nadu),Madurai_Avaniyapuram_H (Tamil Nadu),Madurai,Tamil Nadu,True
7971,443402,JalgaonJamod_Tatrpur_DPP (Maharashtra),JalgaonJamod_Tatrpur_DPP (Maharashtra),JalgaonJamod_Tatrpur_DPP (Maharashtra),Jalgaon Jamod,Maharashtra,False
7972,301407,Khairthal_HarsouliRoad_D (Rajasthan),Khairthal_HarsouliRoad_D (Rajasthan),Khairthal_HarsouliRoad_D (Rajasthan),Khairthal,Rajasthan,True
7973,781026,Guwahati_Betkuchi1_L (Assam),Guwahati_KaliPahar_GW (Assam),Guwahati_Betkuchi1_L (Assam),Guwahati,Assam,True
7974,635806,Gudiyattam_KTPRoad_D (Tamil Nadu),Gudiyattam_KTPRoad_D (Tamil Nadu),Gudiyattam_KTPRoad_D (Tamil Nadu),Gudiyattam,Tamil Nadu,False
7975,796111,Darlawn_Lungverhkawn_D (Mizoram),Darlawn_Lungverhkawn_D (Mizoram),Darlawn_Lungverhkawn_D (Mizoram),Darlawn,Mizoram,False
7976,442502,Chandrapur_Wandhari_I (Maharashtra),Chandrapur_Wandhari_I (Maharashtra),Chandrapur_Wandhari_I (Maharashtra),Chandrapur,Maharashtra,True
7977,246495,Rudraprayag_Gulabrai_D (Uttarakhand),Rudraprayag_Gulabrai_D (Uttarakhand),Rudraprayag_Gulabrai_D (Uttarakhand),Rudraprayag,Uttarakhand,False
7978,721659,Bajkul_Kismat_D (West Bengal),Bajkul_Kismat_D (West Bengal),Bajkul_Kismat_D (West Bengal),Bajkul,West Bengal,True
7979,700068,Kolkata_Paharpur_L (West Bengal),Kolkata_Paharpur_L (West Bengal),Kolkata_Paharpur_L (West Bengal),Kolkata,West Bengal,False
7980,713213,Durgapur_Bamunara1_I (West Bengal),Durgapur_Bamunara1_I (West Bengal),Durgapur_Bamunara1_I (West Bengal),Durgapur,West Bengal,False
7981,444126,Akot_CollegeRd_D (Maharashtra),Akot_CollegeRd_D (Maharashtra),Akot_CollegeRd_D (Maharashtra),Akot,Maharashtra,False
7982,576121,Uchila_Bada_D (Karnataka),Uchila_Bada_D (Karnataka),Uchila_Bada_D (Karnataka),Uchila,Karnataka,True
7983,574161,Mangalore_Katipalla_H (Karnataka),Mangalore_Katipalla_H (Karnataka),Mangalore_Katipalla_H (Karnataka),Mangalore,Karnataka,True
7984,144510,Nawanshahr_FrndsClny_D (Punjab),Nawanshahr_FrndsClny_D (Punjab),Nawanshahr_FrndsClny_D (Punjab),Nawanshahr,Punjab,True
7985,731203,Raghunathganj_Talai_D (West Bengal),Raghunathganj_Talai_D (West Bengal),Raghunathganj_Talai_D (West Bengal),Raghunathganj,West Bengal,True
7986,695104,Trivandrum_Chelamangalm_L (Kerala),Trivandrum_Chelamangalm_L (Kerala),Trivandrum_Chelamangalm_L (Kerala),Thiruvananthapuram,Kerala,True
7987,515212,Hindupur_Sadlapalli_D (Andhra Pradesh),Hindupur_Sadlapalli_D (Andhra Pradesh),Hindupur_Sadlapalli_D (Andhra Pradesh),Hindupur,Andhra Pradesh,True
7988,227131,Haidargarh_Bhatkhera_D (Uttar Pradesh),Haidargarh_Bhatkhera_D (Uttar Pradesh),Haidargarh_Bhatkhera_D (Uttar Pradesh),Haidargarh,Uttar Pradesh,True
7989,852130,Supaul_SadrHsptl_D (Bihar),Supaul_SadrHsptl_D (Bihar),Supaul_SadrHsptl_D (Bihar),Supaul,Bihar,True
7990,387305,Kapadvanj_KuberNagarSoc_D (Gujarat),Kapadvanj_KuberNagarSoc_D (Gujarat),Kapadvanj_KuberNagarSoc_D (Gujarat),Kapadvanj,Gujarat,True
7991,581115,Ranebennur_SriRamnagar_D (Karnataka),Ranebennur_SriRamnagar_D (Karnataka),Ranebennur_SriRamnagar_D (Karnataka),Ranebennur,Karnataka,True
7992,515101,Anantapur_Dharmavaram_D (Andhra Pradesh),Anantapur_Dharmavaram_D (Andhra Pradesh),Anantapur_Dharmavaram_D (Andhra Pradesh),Anantapur,Andhra Pradesh,True
7993,335524,Rawatsar_Ward05_D (Rajasthan),Rawatsar_Ward05_D (Rajasthan),Rawatsar_Ward05_D (Rajasthan),Rawatsar,Rajasthan,True
7994,533463,Yanam_DraksharamaRd_D (Andhra Pradesh),Yanam_DraksharamaRd_D (Andhra Pradesh),Yanam_DraksharamaRd_D (Andhra Pradesh),Draksharamam,Andhra Pradesh,True
7995,190019,Srinagar_Ladhoo_H (Jammu & Kashmir),Srinagar_Ladhoo_H (Jammu & Kashmir),Srinagar_Ladhoo_H (Jammu & Kashmir),Srinagar,Jammu & Kashmir,False
7996,532410,Srikakulam_Etcherla_I (Andhra Pradesh),Srikakulam_Etcherla_I (Andhra Pradesh),Srikakulam_Etcherla_I (Andhra Pradesh),Srikakulam,Andhra Pradesh,False
7997,342013,Jodhpur_Temp_L (Rajasthan),Jodhpur_BasniPhase2_P (Rajasthan),Jodhpur_Temp_L (Rajasthan),Jodhpur,Rajasthan,True
7998,466001,Sehore_Sherpur_D (Madhya Pradesh),Sehore_Sherpur_D (Madhya Pradesh),Sehore_Sherpur_D (Madhya Pradesh),Sehore,Madhya Pradesh,True
7999,534329,Tanuku_Venkatarayapuram_D (Andhra Pradesh),Tanuku_Venkatarayapuram_D (Andhra Pradesh),Tanuku_Venkatarayapuram_D (Andhra Pradesh),Tanuku,Andhra Pradesh,True
8000,563133,Bangalore_Hoskote_L (Karnataka),Bangalore_Hoskote_GW (Karnataka),Bangalore_Hoskote_L (Karnataka),Hoskote,Karnataka,True
8001,670106,Kannur_Koodali_H (Kerala),Kannur_Koodali_H (Kerala),Kannur_Koodali_H (Kerala),Kannur,Kerala,True
8002,515211,Hindupur_Sadlapalli_D (Andhra Pradesh),Hindupur_Sadlapalli_D (Andhra Pradesh),Hindupur_Sadlapalli_D (Andhra Pradesh),Hindupur,Andhra Pradesh,True
8003,621110,Chinnasalem_VKootRd_D (Tamil Nadu),Chinnasalem_VKootRd_D (Tamil Nadu),Chinnasalem_VKootRd_D (Tamil Nadu),Chinnasalem,Tamil Nadu,True
8004,670582,Alakode_Thavukunnu1_D (Kerala),Alakode_Thavukunnu1_D (Kerala),Alakode_Thavukunnu1_D (Kerala),Alakode,Kerala,True
8005,143527,SriHargobindpur_Talwara_D (Punjab),SriHargobindpur_Talwara_D (Punjab),SriHargobindpur_Talwara_D (Punjab),Sri Hargobindpur,Punjab,True
8006,341501,Makrana_Parbatsar_D (Rajasthan),Makrana_Parbatsar_D (Rajasthan),Makrana_Parbatsar_D (Rajasthan),Makrana,Rajasthan,True
8007,415520,Patan_Ashram_D (Maharashtra),Patan_Ashram_D (Maharashtra),Patan_Ashram_D (Maharashtra),Patan-MH,Maharashtra,True
8008,788118,Silchar_Ambikapur_H (Assam),Silchar_Ambikapur_H (Assam),Silchar_Ambikapur_H (Assam),Silchar,Assam,False
8009,612901,Jayankondam_Pirancheri_D (Tamil Nadu),Jayankondam_Pirancheri_D (Tamil Nadu),Jayankondam_Pirancheri_D (Tamil Nadu),Jayankondam,Tamil Nadu,True
8010,790101,Dirang_Jyotinagar_D (Arunachal Pradesh),Dirang_Jyotinagar_D (Arunachal Pradesh),Dirang_Jyotinagar_D (Arunachal Pradesh),Dirang,Arunachal Pradesh,False
8011,425001,Jalgaon_MIDC_I (Maharashtra),Jalgaon_MIDC_I (Maharashtra),Jalgaon_MIDC_I (Maharashtra),Jalgaon,Maharashtra,False
8012,712125,Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Dankuni,West Bengal,True
8013,575007,Mangalore_Katipalla_H (Karnataka),Mangalore_Katipalla_H (Karnataka),Mangalore_Katipalla_H (Karnataka),Mangalore,Karnataka,False
8014,450112,Mundi_GyantriNagar_D (Madhya Pradesh),Mundi_GyantriNagar_D (Madhya Pradesh),Mundi_GyantriNagar_D (Madhya Pradesh),Mundi,Madhya Pradesh,True
8015,590005,Belgaum_MarutiNagar_I (Karnataka),Belgaum_MarutiNagar_I (Karnataka),Belgaum_MarutiNagar_I (Karnataka),Belgaum,Karnataka,False
8016,847233,Benipur_Karhari1_D (Bihar),Benipur_Karhari1_D (Bihar),Benipur_Karhari1_D (Bihar),Benipur,Bihar,True
8017,176210,NagrotaSurian_Saknra_DPP (Himachal Pradesh),NagrotaSurian_Saknra_DPP (Himachal Pradesh),NagrotaSurian_Saknra_DPP (Himachal Pradesh),Nagrota Surian,Himachal Pradesh,False
8018,231226,Dudhinagar_Ward10_D (Uttar Pradesh),Dudhinagar_Ward10_D (Uttar Pradesh),Dudhinagar_Ward10_D (Uttar Pradesh),Dudhinagar,Uttar Pradesh,False
8019,723162,Para_Dubra_DPP (West Bengal),Para_Dubra_DPP (West Bengal),Para_Dubra_DPP (West Bengal),Para,West Bengal,True
8020,585220,Shorapur_Rangampet_D (Karnataka),Shorapur_Rangampet_D (Karnataka),Shorapur_Rangampet_D (Karnataka),Shorapur,Karnataka,True
8021,583214,HoovinaHadagali_Mudnur3_D (Karnataka),HoovinaHadagali_Mudnur3_D (Karnataka),HoovinaHadagali_Mudnur3_D (Karnataka),Hoovina Hadagali,Karnataka,True
8022,754240,Kendrapara_Penthapal_D (Orissa),Kendrapara_Penthapal_D (Orissa),Kendrapara_Penthapal_D (Orissa),Kendrapara,Orissa,False
8023,388430,Vatadara_Banejda_DPP (Gujarat),Vatadara_Banejda_DPP (Gujarat),Vatadara_Banejda_DPP (Gujarat),Vatadara,Gujarat,True
8024,788738,Hailakandi_KaliNagar_D (Assam),Hailakandi_KaliNagar_D (Assam),Hailakandi_KaliNagar_D (Assam),Hailakandi,Assam,
8025,231214,Robertsganj_UttarMohal_D (Uttar Pradesh),Robertsganj_UttarMohal_D (Uttar Pradesh),Robertsganj_UttarMohal_D (Uttar Pradesh),Robertsganj,Uttar Pradesh,True
8026,523111,Kanigiri_Tkriplm_D (Andhra Pradesh),Kanigiri_Tkriplm_D (Andhra Pradesh),Kanigiri_Tkriplm_D (Andhra Pradesh),Kanigiri,Andhra Pradesh,True
8027,741251,Naihati_Kalyani_DPP (West Bengal),Naihati_Kalyani_DPP (West Bengal),Naihati_Kalyani_DPP (West Bengal),Kalyani,West Bengal,False
8028,212405,Phulpur_Shekhpur1_D (Uttar Pradesh),Phulpur_Shekhpur1_D (Uttar Pradesh),Phulpur_Shekhpur1_D (Uttar Pradesh),Phulpur,Uttar Pradesh,True
8029,700049,Kolkata_Dopere_L (West Bengal),Kolkata_Dopere_L (West Bengal),Kolkata_Dopere_L (West Bengal),Kolkata,West Bengal,False
8030,321615,Mahwa_Allapur_D (Rajasthan),Mahwa_Allapur_D (Rajasthan),Mahwa_Allapur_D (Rajasthan),Mahwa,Rajasthan,True
8031,700005,Kolkata_Bagmari_L (West Bengal),Kolkata_Bagmari_L (West Bengal),Kolkata_Bagmari_L (West Bengal),Kolkata,West Bengal,False
8032,451010,Indore_Dakachya_GW (Madhya Pradesh),Indore_Dakachya_GW (Madhya Pradesh),Indore_Dakachya_GW (Madhya Pradesh),Indore,Madhya Pradesh,True
8033,695040,Trivandrum_Chelamangalm_L (Kerala),Trivandrum_Chelamangalm_L (Kerala),Trivandrum_Chelamangalm_L (Kerala),Thiruvananthapuram,Kerala,False
8034,851122,Begusarai_Mohammadpur_I (Bihar),Begusarai_Mohammadpur_I (Bihar),Begusarai_Mohammadpur_I (Bihar),Begusarai,Bihar,True
8035,263146,Rudrapur_Amarpur_H (Uttarakhand),Rudrapur_Amarpur_H (Uttarakhand),Rudrapur_Amarpur_H (Uttarakhand),Rudrapur,Uttarakhand,False
8036,829118,Patratu_Saundabasti_D (Jharkhand),Patratu_Saundabasti_D (Jharkhand),Patratu_Saundabasti_D (Jharkhand),Patratu,Jharkhand,True
8037,274205,Barhaj_Nandnaward_D (Uttar Pradesh),Barhaj_Nandnaward_D (Uttar Pradesh),Barhaj_Nandnaward_D (Uttar Pradesh),Barhaj,Uttar Pradesh,True
8038,383250,Modasa_Shyamnagar_D (Gujarat),Modasa_Shyamnagar_D (Gujarat),Modasa_Shyamnagar_D (Gujarat),Modasa,Gujarat,False
8039,601101,Chennai_Gummidipoondi_L (Tamil Nadu),Chennai_Gummidipoondi_L (Tamil Nadu),Chennai_Gummidipoondi_L (Tamil Nadu),Gummudipoondi,Tamil Nadu,True
8040,110093,Delhi_Gokalpur_L (Delhi),Delhi_Gokalpur_L (Delhi),Delhi_Gokalpur_L (Delhi),Delhi,Delhi,False
8041,396115,Vapi_Nahuli_H (Gujarat),Vapi_Nahuli_H (Gujarat),Vapi_Nahuli_H (Gujarat),Vapi,Gujarat,False
8042,731245,Khargram_Kandi_D (West Bengal),Khargram_Kandi_D (West Bengal),Khargram_Kandi_D (West Bengal),Khargram,West Bengal,True
8043,413202,Karmala_BajiraoNagar_D (Maharashtra),Karmala_BajiraoNagar_D (Maharashtra),Karmala_BajiraoNagar_D (Maharashtra),Karmala,Maharashtra,True
8044,388465,Anand_VitthalUdyogNgr_D (Gujarat),Anand_VitthalUdyogNgr_D (Gujarat),Anand_VitthalUdyogNgr_D (Gujarat),Anand,Gujarat,True
8045,181209,Akhnoor_Galali_D (Jammu & Kashmir),Akhnoor_Galali_D (Jammu & Kashmir),Akhnoor_Galali_D (Jammu & Kashmir),Akhnoor,Jammu & Kashmir,False
8046,203407,Hapur_Sanjaycolony_D (Uttar Pradesh),Hapur_Sanjaycolony_D (Uttar Pradesh),Hapur_Sanjaycolony_D (Uttar Pradesh),Hapur,Uttar Pradesh,True
8047,689647,Pathanamthitta_Mangaram_D (Kerala),Pathanamthitta_Mangaram_D (Kerala),Pathanamthitta_Mangaram_D (Kerala),Pathanamthitta,Kerala,True
8048,630301,Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi,Tamil Nadu,True
8049,785648,Sivasagar_Pdinnagar_D (Assam),Sivasagar_Pdinnagar_D (Assam),Sivasagar_Pdinnagar_D (Assam),Sivasagar,Assam,True
8050,574272,Mangalore_Katipalla_H (Karnataka),Mangalore_Katipalla_H (Karnataka),Mangalore_Katipalla_H (Karnataka),Mangalore,Karnataka,False
8051,110511,Delhi_RailYardRd_L (Delhi),Delhi_RailYardRd_L (Delhi),Delhi_RailYardRd_L (Delhi),Delhi,Delhi,False
8052,500039,Hyderabad_Ravindranagar_L (Telangana),Hyderabad_Ravindranagar_L (Telangana),Hyderabad_Ravindranagar_L (Telangana),Hyderabad,Telangana,False
8053,602105,Chennai_Sriperumbudur_GW (Tamil Nadu),Chennai_Sriperumbudur_GW (Tamil Nadu),Chennai_Sriperumbudur_GW (Tamil Nadu),Sriperumbudur,Tamil Nadu,True
8054,521165,Vijayawada_Gudavalli_H (Andhra Pradesh),Vijayawada_Gudavalli_H (Andhra Pradesh),Vijayawada_Gudavalli_H (Andhra Pradesh),Vijayawada,Andhra Pradesh,True
8055,472001,Tikamgarh_Dhonga_D (Madhya Pradesh),Tikamgarh_Dhonga_D (Madhya Pradesh),Tikamgarh_Dhonga_D (Madhya Pradesh),Tikamgarh,Madhya Pradesh,True
8056,638315,Anthiyur_PazhaiyaMettur_D (Tamil Nadu),Anthiyur_PazhaiyaMettur_D (Tamil Nadu),Anthiyur_PazhaiyaMettur_D (Tamil Nadu),Anthiyour,Tamil Nadu,True
8057,387100,Nadiad_Shantinagar_D (Gujarat),Nadiad_Shantinagar_D (Gujarat),Nadiad_Shantinagar_D (Gujarat),Nadiad,Gujarat,True
8058,416523,Malvan_Kumbharmath_D (Maharashtra),Malvan_Kumbharmath_D (Maharashtra),Malvan_Kumbharmath_D (Maharashtra),Malvan,Maharashtra,True
8059,603307,Tindivanam_Edyankulam_D (Tamil Nadu),Tindivanam_Edyankulam_D (Tamil Nadu),Tindivanam_Edyankulam_D (Tamil Nadu),Tindivanam,Tamil Nadu,True
8060,742160,Murshidabad_Jiaganj_D (West Bengal),Murshidabad_Jiaganj_D (West Bengal),Murshidabad_Jiaganj_D (West Bengal),Murshidabad,West Bengal,False
8061,641659,Coimbatore_Pudhupalayam_GW (Tamil Nadu),Coimbatore_Pudhupalayam_GW (Tamil Nadu),Coimbatore_Pudhupalayam_GW (Tamil Nadu),Coimbatore,Tamil Nadu,False
8062,143528,Gurdaspur_Civillines_D (Punjab),Gurdaspur_Civillines_D (Punjab),Gurdaspur_Civillines_D (Punjab),Gurdaspur,Punjab,True
8063,530008,Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam,Andhra Pradesh,False
8064,272128,Basti_Bargadwa_D (Uttar Pradesh),Basti_Bargadwa_D (Uttar Pradesh),Basti_Bargadwa_D (Uttar Pradesh),Basti,Uttar Pradesh,True
8065,835244,Ranchi_Sarwal_L (Jharkhand),Ranchi_Sidroll_H (Jharkhand),Ranchi_Sarwal_L (Jharkhand),Ranchi,Jharkhand,False
8066,802207,Piro_Bachri_D (Bihar),Piro_Bachri_D (Bihar),Piro_Bachri_D (Bihar),Piro,Bihar,True
8067,160026,Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh,Chandigarh,False
8068,607403,Viluppuram_Pallithennal_P (Tamil Nadu),Viluppuram_Pallithennal_P (Tamil Nadu),Viluppuram_Pallithennal_P (Tamil Nadu),Viluppuram,Tamil Nadu,True
8069,472101,Prithvipur_NiwariRd_D (Madhya Pradesh),Prithvipur_NiwariRd_D (Madhya Pradesh),Prithvipur_NiwariRd_D (Madhya Pradesh),Prithvipur,Madhya Pradesh,False
8070,271825,Bahraich_Susrauli_H (Uttar Pradesh),Bahraich_Susrauli_H (Uttar Pradesh),Bahraich_Susrauli_H (Uttar Pradesh),Bahraich,Uttar Pradesh,True
