,Pin,Dispatch Center,Origin Center,Return Center,Facility City,Facility State,ODA
7759,444812,Morshi_Samarthacolony_D (Maharashtra),Morshi_Samarthacolony_D (Maharashtra),Morshi_Samarthacolony_D (Maharashtra),Morshi,Maharashtra,True
7760,606802,Polur_Kadaladi_D (Tamil Nadu),Polur_Kadaladi_D (Tamil Nadu),Polur_Kadaladi_D (Tamil Nadu),Polur,Tamil Nadu,True
7761,768050,Nuapada_Ratipali_D (Orissa),Nuapada_Ratipali_D (Orissa),Nuapada_Ratipali_D (Orissa),Nuapada,Orissa,False
7762,492102,Raipur_Guma_H (Chhattisgarh),Raipur_Guma_H (Chhattisgarh),Raipur_Guma_R (Chhattisgarh),Raipur,Chhattisgarh,True
7763,586105,Bijapur_Mahalbhagayat_I (Karnataka),Bijapur_Mahalbhagayat_I (Karnataka),Bijapur_Mahalbhagayat_I (Karnataka),Bijapur,Karnataka,True
7764,531087,Koyyuru_KoyuruRd_DPP (Andhra Pradesh),Koyyuru_KoyuruRd_DPP (Andhra Pradesh),Koyyuru_KoyuruRd_DPP (Andhra Pradesh),Koyyuru,Andhra Pradesh,True
7765,676101,Tirur_Niramaruthur_D (Kerala),Tirur_Niramaruthur_D (Kerala),Tirur_Niramaruthur_D (Kerala),Tirur,Kerala,True
7766,581402,Sirsi_Kasturbanagar_D (Karnataka),Sirsi_Kasturbanagar_D (Karnataka),Sirsi_Kasturbanagar_D (Karnataka),Sirsi,Karnataka,True
7767,224209,Kumarganj_Siddhiganeshpur_D (Uttar Pradesh),Kumarganj_Siddhiganeshpur_D (Uttar Pradesh),Kumarganj_Siddhiganeshpur_D (Uttar Pradesh),Kumarganj,Uttar Pradesh,True
7768,689591,Tiruvalla_Chennithala_D (Kerala),Tiruvalla_Chennithala_D (Kerala),Tiruvalla_Chennithala_D (Kerala),Tiruvalla,Kerala,True
7769,145001,Pathankot_Kahanpur_H (Punjab),Pathankot_Kahanpur_H (Punjab),Pathankot_Kahanpur_H (Punjab),Pathankot,Punjab,False
7770,470223,Jhunku_Deori_DPP (Madhya Pradesh),Jhunku_Deori_DPP (Madhya Pradesh),Jhunku_Deori_DPP (Madhya Pradesh),Jhunku,Madhya Pradesh,False
7771,534243,Bhimavaram_Gunupudi_D (Andhra Pradesh),Bhimavaram_Gunupudi_D (Andhra Pradesh),Bhimavaram_Gunupudi_D (Andhra Pradesh),Bhimavaram,Andhra Pradesh,True
7772,505531,KarimNagar_Alugunoor_I (Telangana),KarimNagar_Alugunoor_I (Telangana),KarimNagar_Alugunoor_I (Telangana),Karim Nagar,Telangana,True
7773,110049,Delhi_SanjayColony_L (Delhi),Faridabad_MathuraRoad_GW (Haryana),Delhi_SanjayColony_L (Delhi),Delhi,Delhi,False
7774,577229,Shimoga_Eshwariah_I (Karnataka),Shimoga_Eshwariah_I (Karnataka),Shimoga_Eshwariah_I (Karnataka),Shimoga,Karnataka,True
7775,205303,Kishni_Shivmndr_D (Uttar Pradesh),Kishni_Shivmndr_D (Uttar Pradesh),Kishni_Shivmndr_D (Uttar Pradesh),Kishni,Uttar Pradesh,True
7776,737106,Ranipool_Pakyong_DPP (Sikkim),Ranipool_Pakyong_DPP (Sikkim),Ranipool_Pakyong_DPP (Sikkim),Ranipool,Sikkim,False
7777,821112,Kochas_Parsiya1_D (Bihar),Kochas_Parsiya1_D (Bihar),Kochas_Parsiya1_D (Bihar),Kochas,Bihar,True
7778,413228,Solapur_Balepeth_I (Maharashtra),Solapur_Balepeth_I (Maharashtra),Solapur_Balepeth_I (Maharashtra),Solapur,Maharashtra,True
7779,416630,Devgad_TulashiNagar_DPP (Maharashtra),Devgad_TulashiNagar_DPP (Maharashtra),Devgad_TulashiNagar_DPP (Maharashtra),Devgad,Maharashtra,True
7780,686032,Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam,Kerala,False
7781,785012,Jorhat_Podumoni_I (Assam),Jorhat_Podumoni_I (Assam),Jorhat_Podumoni_I (Assam),Jorhat,Assam,True
7782,441217,Kurkheda_Gandhiward_DPP (Maharashtra),Kurkheda_Gandhiward_DPP (Maharashtra),Kurkheda_Gandhiward_DPP (Maharashtra),Kurkheda,Maharashtra,False
7783,811241,Munger_Kaura_D (Bihar),Munger_Kaura_D (Bihar),Munger_Kaura_D (Bihar),Munger,Bihar,True
7784,523346,CumbumAP_RahamaniaNagar_D (Andhra Pradesh),CumbumAP_RahamaniaNagar_D (Andhra Pradesh),CumbumAP_RahamaniaNagar_D (Andhra Pradesh),CumbumAP,Andhra Pradesh,True
7785,127043,Siwani_Ward10_D (Haryana),Siwani_Ward10_D (Haryana),Siwani_Ward10_D (Haryana),Siwani,Haryana,False
7786,770041,Koira_Bhanjapali_DPP (Orissa),Koira_Bhanjapali_DPP (Orissa),Koira_Bhanjapali_DPP (Orissa),Koira,Orissa,True
7787,688004,Alappuzha_Bernard_D (Kerala),Alappuzha_Bernard_D (Kerala),Alappuzha_Bernard_D (Kerala),Alappuzha,Kerala,False
7788,781319,Kalgachia_PoliceStn_DPP (Assam),Kalgachia_PoliceStn_DPP (Assam),Kalgachia_PoliceStn_DPP (Assam),Kalgachia,Assam,True
7789,423205,Malegaon_ValmikNagar_D (Maharashtra),Malegaon_ValmikNagar_D (Maharashtra),Malegaon_ValmikNagar_D (Maharashtra),Malegaon,Maharashtra,True
7790,515303,Madakasira_Ward5_D (Andhra Pradesh),Madakasira_Ward5_D (Andhra Pradesh),Madakasira_Ward5_D (Andhra Pradesh),Madakasira,Andhra Pradesh,True
7791,792120,Changlang_BSBColny_D (Arunachal Pradesh),Changlang_BSBColny_D (Arunachal Pradesh),Changlang_BSBColny_D (Arunachal Pradesh),Changlang,Arunachal Pradesh,True
7792,628716,Kovilpatti_KadershanKoil_D (Tamil Nadu),Kovilpatti_KadershanKoil_D (Tamil Nadu),Kovilpatti_KadershanKoil_D (Tamil Nadu),Kovilpatti,Tamil Nadu,False
7793,382640,Ahmedabad_Chandkheda_L (Gujarat),Ahmedabad_Chandkheda_L (Gujarat),Ahmedabad_Chandkheda_L (Gujarat),Ahmedabad,Gujarat,False
7794,688502,Alappuzha_Bernard_D (Kerala),Alappuzha_Bernard_D (Kerala),Alappuzha_Bernard_D (Kerala),Alappuzha,Kerala,False
7795,604208,Chetpet_Savarapoondi_D (Tamil Nadu),Chetpet_Savarapoondi_D (Tamil Nadu),Chetpet_Savarapoondi_D (Tamil Nadu),Chetpet,Tamil Nadu,True
7796,127042,CharkhiDadri_Sector9_D (Haryana),CharkhiDadri_Sector9_D (Haryana),CharkhiDadri_Sector9_D (Haryana),Charkhi Dadri,Haryana,False
7797,602109,Chennai_Nagalkeni_L (Tamil Nadu),Chennai_Nagalkeni_L (Tamil Nadu),Chennai_Nagalkeni_L (Tamil Nadu),Chennai,Tamil Nadu,False
7798,410200,Mumbai_MahapeMIDC_L (Maharashtra),Mumbai_MahapeMIDC_L (Maharashtra),Mumbai_MahapeMIDC_L (Maharashtra),Navi mumbai,Maharashtra,False
7799,680504,Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur,Kerala,True
7800,852220,Udakishanganj_Haraili_D (Bihar),Udakishanganj_Haraili_D (Bihar),Udakishanganj_Haraili_D (Bihar),Udakishanganj,Bihar,True
7801,160055,Mohali_Balongi_L (Punjab),Mohali_Balongi_L (Punjab),Mohali_Balongi_L (Punjab),Mohali,Punjab,False
7802,614022,Thiruvarur_Mannargudi_D (Tamil Nadu),Thiruvarur_Mannargudi_D (Tamil Nadu),Thiruvarur_Mannargudi_D (Tamil Nadu),Thiruvarur,Tamil Nadu,True
7803,759014,Bhuban_Sadangi_D (Orissa),Bhuban_Sadangi_D (Orissa),Bhuban_Sadangi_D (Orissa),Bhuban,Orissa,True
7804,712310,Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Dankuni,West Bengal,False
7805,152125,Abohar_DaulatPura1_D (Punjab),Abohar_DaulatPura1_D (Punjab),Abohar_DaulatPura1_D (Punjab),Abohar,Punjab,True
7806,332404,Reengus_TegoreViharColony_D (Rajasthan),Reengus_TegoreViharColony_D (Rajasthan),Reengus_TegoreViharColony_D (Rajasthan),Reengus,Rajasthan,False
7807,577435,Siddapur_Kargal_DPP (Karnataka),Siddapur_Kargal_DPP (Karnataka),Siddapur_Kargal_DPP (Karnataka),Siddapur,Karnataka,True
7808,382260,Ahmedabad_Sanathal_L (Gujarat),Ahmedabad_Kanera_GW (Gujarat),Ahmedabad_Sanathal_L (Gujarat),Ahmedabad,Gujarat,False
7809,756037,Contai_Fatepur_DPP (West Bengal),Contai_Fatepur_DPP (West Bengal),Contai_Fatepur_DPP (West Bengal),RamnagarWB,West Bengal,False
7810,606808,Tiruvanamalai_VelNagar_D (Tamil Nadu),Tiruvanamalai_VelNagar_D (Tamil Nadu),Tiruvanamalai_VelNagar_D (Tamil Nadu),Tiruvannamalai,Tamil Nadu,True
7811,577530,Honnali_TMroad_D (Karnataka),Honnali_TMroad_D (Karnataka),Honnali_TMroad_D (Karnataka),Honnali,Karnataka,True
7812,224225,Kumarganj_ShivNagar_D (Uttar Pradesh),Kumarganj_ShivNagar_D (Uttar Pradesh),Kumarganj_ShivNagar_D (Uttar Pradesh),Kumarganj,Uttar Pradesh,True
7813,143519,Gurdaspur_Civillines_D (Punjab),Gurdaspur_Civillines_D (Punjab),Gurdaspur_Civillines_D (Punjab),Gurdaspur,Punjab,True
7814,577554,Channagiri_Holalkere1_D (Karnataka),Channagiri_Holalkere1_D (Karnataka),Channagiri_Holalkere1_D (Karnataka),Channagiri,Karnataka,True
7815,416807,Devgad_TulashiNagar_DPP (Maharashtra),Devgad_TulashiNagar_DPP (Maharashtra),Devgad_TulashiNagar_DPP (Maharashtra),Devgad,Maharashtra,True
7816,792121,Jairampur_Mdiclcly_D (Arunachal Pradesh),Jairampur_Mdiclcly_D (Arunachal Pradesh),Jairampur_Mdiclcly_D (Arunachal Pradesh),Jairampur,Arunachal Pradesh,True
7817,680691,Kodungallur_Methala_D (Kerala),Kodungallur_Methala_D (Kerala),Kodungallur_Methala_D (Kerala),Kodungallur,Kerala,True
7818,201306,Noida_Surajpur_L (Uttar Pradesh),Noida_Bairangpur_GW (Uttar Pradesh),Noida_Surajpur_L (Uttar Pradesh),Noida,Uttar Pradesh,False
7819,680695,Irinjlkuda_Porathisery1_D (Kerala),Irinjlkuda_Porathisery1_D (Kerala),Irinjlkuda_Porathisery1_D (Kerala),Irinjalakuda,Kerala,True
7820,410508,Ambegaon_Manchar1_D (Maharashtra),Ambegaon_Manchar1_D (Maharashtra),Ambegaon_Manchar1_D (Maharashtra),Ambegaon,Maharashtra,False
7821,670502,Kannur_Payyanur_D (Kerala),Kannur_Payyanur_D (Kerala),Kannur_Payyanur_D (Kerala),Kannur,Kerala,False
7822,445303,Wani_SanoGeorgeNagar1_D (Maharashtra),Wani_SanoGeorgeNagar1_D (Maharashtra),Wani_SanoGeorgeNagar1_D (Maharashtra),Wani,Maharashtra,False
7823,628802,Tiruchendur_PakyaNagar_D (Tamil Nadu),Tiruchendur_PakyaNagar_D (Tamil Nadu),Tiruchendur_PakyaNagar_D (Tamil Nadu),Tiruchendur,Tamil Nadu,True
7824,781029,Guwahati_Betkuchi1_L (Assam),Guwahati_KaliPahar_GW (Assam),Guwahati_Betkuchi1_L (Assam),Guwahati,Assam,False
7825,414203,Ashti_Kada_D (Maharashtra),Ashti_Kada_D (Maharashtra),Ashti_Kada_D (Maharashtra),Ashti,Maharashtra,True
7826,581331,Sirsi_Kasturbanagar_D (Karnataka),Sirsi_Kasturbanagar_D (Karnataka),Sirsi_Kasturbanagar_D (Karnataka),Sirsi,Karnataka,True
7827,785601,Sarupathar_Golaght_D (Assam),Sarupathar_Golaght_D (Assam),Sarupathar_Golaght_D (Assam),Sarupathar,Assam,True
7828,451661,Barwani_IGcolony_D (Madhya Pradesh),Barwani_IGcolony_D (Madhya Pradesh),Barwani_IGcolony_D (Madhya Pradesh),Barwani,Madhya Pradesh,True
7829,639202,Karur_AmaravathyNagar_D (Tamil Nadu),Karur_AmaravathyNagar_D (Tamil Nadu),Karur_AmaravathyNagar_D (Tamil Nadu),Karur,Tamil Nadu,True
7830,841439,Malmaliya_Sipah_D (Bihar),Malmaliya_Sipah_D (Bihar),Malmaliya_Sipah_D (Bihar),Malmaliya,Bihar,True
7831,283115,Kheragarh_KagarolRoad_D (Uttar Pradesh),Kheragarh_KagarolRoad_D (Uttar Pradesh),Kheragarh_KagarolRoad_D (Uttar Pradesh),Kheragarh,Uttar Pradesh,True
7832,342012,Jodhpur_Temp_L (Rajasthan),Jodhpur_BasniPhase2_P (Rajasthan),Jodhpur_Temp_L (Rajasthan),Jodhpur,Rajasthan,False
7833,600047,Chennai_Nagalkeni_L (Tamil Nadu),Chennai_Nagalkeni_L (Tamil Nadu),Chennai_Nagalkeni_L (Tamil Nadu),Chennai,Tamil Nadu,False
7834,503235,Bodhan_Achanpalli_D (Telangana),Bodhan_Achanpalli_D (Telangana),Bodhan_Achanpalli_D (Telangana),Bodhan,Telangana,True
7835,643104,Coonoor_Vannarpet_D (Tamil Nadu),Coonoor_Vannarpet_D (Tamil Nadu),Coonoor_Vannarpet_D (Tamil Nadu),Coonoor,Tamil Nadu,True
7836,444807,Paratwada_Hardenagar_D (Maharashtra),Paratwada_Hardenagar_D (Maharashtra),Paratwada_Hardenagar_D (Maharashtra),Paratwada,Maharashtra,True
7837,765017,Raygada_GandhiNgr_DPP (Orissa),Raygada_GandhiNgr_DPP (Orissa),Raygada_GandhiNgr_DPP (Orissa),Raygada,Orissa,True
7838,731215,Nanoor_Central_DPP_1 (West Bengal),Nanoor_Central_DPP_1 (West Bengal),Nanoor_Central_DPP_1 (West Bengal),Nanoor,West Bengal,True
7839,785626,Dergaon_Rojabahar_DPP (Assam),Dergaon_Rojabahar_DPP (Assam),Dergaon_Rojabahar_DPP (Assam),Dergaon,Assam,True
7840,784170,Behali_PostOfc_D (Assam),Behali_PostOfc_D (Assam),Behali_PostOfc_D (Assam),Behali,Assam,False
7841,680687,Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur,Kerala,False
7842,814101,Dumka_Dudhani_D (Jharkhand),Dumka_Dudhani_D (Jharkhand),Dumka_Dudhani_D (Jharkhand),Dumka,Jharkhand,True
7843,474005,Gwalior_Nayagaon_P (Madhya Pradesh),Gwalior_Nayagaon_P (Madhya Pradesh),Gwalior_Nayagaon_P (Madhya Pradesh),Gwalior,Madhya Pradesh,False
7844,248008,Dehradun_Badowala_H (Uttarakhand),Dehradun_Badowala_H (Uttarakhand),Dehradun_Badowala_H (Uttarakhand),Dehradun,Uttarakhand,False
7845,480557,Parasia_Khirsadoh_D (Madhya Pradesh),Parasia_Khirsadoh_D (Madhya Pradesh),Parasia_Khirsadoh_D (Madhya Pradesh),Parasia,Madhya Pradesh,True
7846,415528,Phaltan_Kolki_D (Maharashtra),Phaltan_Kolki_D (Maharashtra),Phaltan_Kolki_D (Maharashtra),Phaltan,Maharashtra,True
7847,508218,Nereducharla_GaridepalliRoad_D (Telangana),Nereducharla_GaridepalliRoad_D (Telangana),Nereducharla_GaridepalliRoad_D (Telangana),Nereducharla,Telangana,False
7848,531173,Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam,Andhra Pradesh,True
7849,415540,Mhaswad_Drgmtatpl_D (Maharashtra),Mhaswad_Drgmtatpl_D (Maharashtra),Mhaswad_Drgmtatpl_D (Maharashtra),Mhaswad,Maharashtra,False
7850,571430,Malavalli_Devlingapura_D (Karnataka),Malavalli_Devlingapura_D (Karnataka),Malavalli_Devlingapura_D (Karnataka),Malavalli,Karnataka,True
7851,209125,Auraiya_DibiyapurRoad_D (Uttar Pradesh),Auraiya_DibiyapurRoad_D (Uttar Pradesh),Auraiya_DibiyapurRoad_D (Uttar Pradesh),Auraiya,Uttar Pradesh,True
7852,246162,Gumkhal_RishikeshRd_D (Uttarakhand),Gumkhal_RishikeshRd_D (Uttarakhand),Gumkhal_RishikeshRd_D (Uttarakhand),Gumkhal,Uttarakhand,False
7853,847426,Jhanjharpur_Mahespura_D (Bihar),Jhanjharpur_Mahespura_D (Bihar),Jhanjharpur_Mahespura_D (Bihar),Jhanjharpur,Bihar,True
7854,791119,Yazali_MiniStadium_D (Arunachal Pradesh),Yazali_MiniStadium_D (Arunachal Pradesh),Yazali_MiniStadium_D (Arunachal Pradesh),Yazali,Arunachal Pradesh,False
7855,731125,Dubrajpur_Mansayer_D (West Bengal),Dubrajpur_Mansayer_D (West Bengal),Dubrajpur_Mansayer_D (West Bengal),Dubrajpur,West Bengal,True
7856,721129,Midnapore_Harishpur_D (West Bengal),Midnapore_Harishpur_D (West Bengal),Midnapore_Harishpur_D (West Bengal),Midnapore,West Bengal,True
7857,534461,Chintalpudi_Ward1_D (Andhra Pradesh),Chintalpudi_Ward1_D (Andhra Pradesh),Chintalpudi_Ward1_D (Andhra Pradesh),Chintalpudi,Andhra Pradesh,True
7858,497446,Manendragarh_JKDRoad_D (Chhattisgarh),Manendragarh_JKDRoad_D (Chhattisgarh),Manendragarh_JKDRoad_D (Chhattisgarh),Manendragarh,Chhattisgarh,True
7859,516267,Galiveedu_Masjid_DPP (Andhra Pradesh),Galiveedu_Masjid_DPP (Andhra Pradesh),Galiveedu_Masjid_DPP (Andhra Pradesh),Galiveedu,Andhra Pradesh,True
7860,843111,Muzaffarpur_Motipur_D (Bihar),Muzaffarpur_Motipur_D (Bihar),Muzaffarpur_Motipur_D (Bihar),Muzaffarpur,Bihar,True
7861,621003,Thuraiyur_SorathurRd_D (Tamil Nadu),Thuraiyur_SorathurRd_D (Tamil Nadu),Thuraiyur_SorathurRd_D (Tamil Nadu),Thuraiyur,Tamil Nadu,True
7862,636308,Salem_Ramalingapuram_H (Tamil Nadu),Salem_Ramalingapuram_H (Tamil Nadu),Salem_Ramalingapuram_H (Tamil Nadu),Salem,Tamil Nadu,False
7863,416314,Tasgaon_VasumbePhata1_D (Maharashtra),Tasgaon_VasumbePhata1_D (Maharashtra),Tasgaon_VasumbePhata1_D (Maharashtra),Tasgaon,Maharashtra,True
7864,202525,Budaun_KrishnaPuriRd_D (Uttar Pradesh),Budaun_KrishnaPuriRd_D (Uttar Pradesh),Budaun_KrishnaPuriRd_D (Uttar Pradesh),Budaun,Uttar Pradesh,True
7865,208004,Kanpur_NewTransportNgr_L (Uttar Pradesh),Kanpur_Kataraghan_H (Uttar Pradesh),Kanpur_NewTransportNgr_L (Uttar Pradesh),Kanpur,Uttar Pradesh,False
7866,485002,Satna_Nazirabad_I (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),Satna,Madhya Pradesh,True
7867,571311,Mysore_Hebbalestate_H (Karnataka),Mysore_Hebbalestate_H (Karnataka),Mysore_Hebbalestate_H (Karnataka),Mysore,Karnataka,False
7868,275304,Mau_Chriayakot_D (Uttar Pradesh),Mau_Chriayakot_C (Uttar Pradesh),Mau_Chriayakot_C (Uttar Pradesh),Mau,Uttar Pradesh,True
7869,627811,Tenkasi_Ilanji_D (Tamil Nadu),Tenkasi_Ilanji_D (Tamil Nadu),Tenkasi_Ilanji_D (Tamil Nadu),Tenkasi,Tamil Nadu,True
7870,212661,Fatehpur_Gandhinagar_D (Uttar Pradesh),Fatehpur_Gandhinagar_D (Uttar Pradesh),Fatehpur_Gandhinagar_D (Uttar Pradesh),Fatehpur,Uttar Pradesh,True
7871,415214,Mandangad_Bhingaloli_D (Maharashtra),Mandangad_Bhingaloli_D (Maharashtra),Mandangad_Bhingaloli_D (Maharashtra),Mandangad,Maharashtra,True
7872,737132,Rangpo_Majitar_I (Sikkim),Rangpo_Majitar_I (Sikkim),Rangpo_Majitar_I (Sikkim),Rangpo,Sikkim,False
7873,311408,Shahpura_JhajpurRd_DPP (Rajasthan),Shahpura_JhajpurRd_DPP (Rajasthan),Shahpura_JhajpurRd_DPP (Rajasthan),Shahpura,Rajasthan,True
7874,679531,Shoranur_Valavu_D (Kerala),Shoranur_Valavu_D (Kerala),Shoranur_Valavu_D (Kerala),Shoranur,Kerala,True
7875,303122,Jaipur_Bhakrota_L (Rajasthan),Jaipur_Sez_GW (Rajasthan),Jaipur_Bhakrota_L (Rajasthan),Jaipur,Rajasthan,False
7876,628006,Tuticorin_Polpettai_D (Tamil Nadu),Tuticorin_Polpettai_D (Tamil Nadu),Tuticorin_Polpettai_D (Tamil Nadu),Tuticorin,Tamil Nadu,False
7877,535004,Vizianagaram_KLPuram_D (Andhra Pradesh),Vizianagaram_KLPuram_D (Andhra Pradesh),Vizianagaram_KLPuram_D (Andhra Pradesh),Vizianagaram,Andhra Pradesh,True
7878,152024,Jalalabad_Gandhinagar_D (Punjab),Jalalabad_Gandhinagar_D (Punjab),Jalalabad_Gandhinagar_D (Punjab),Jalalabad,Punjab,True
7879,534426,DwarakaTirumala_PoliceStn_D (Andhra Pradesh),DwarakaTirumala_PoliceStn_D (Andhra Pradesh),DwarakaTirumala_PoliceStn_D (Andhra Pradesh),Dwaraka Tirumala,Andhra Pradesh,True
7880,505302,Sircilla_Narayanapoor_D (Telangana),Sircilla_Narayanapoor_D (Telangana),Sircilla_Narayanapoor_D (Telangana),Sircilla,Telangana,True
7881,848115,Dholi_WardNo4_D (Bihar),Dholi_WardNo4_D (Bihar),Dholi_WardNo4_D (Bihar),Dholi,Bihar,True
7882,495007,Bilaspur_Transpotnagar_H (Chhattisgarh),Bilaspur_Transpotnagar_H (Chhattisgarh),Bilaspur_Transpotnagar_H (Chhattisgarh),Bilaspur,Chhattisgarh,False
7883,462017,Bhopal_Pipaliya_H (Madhya Pradesh),Bhopal_Pipaliya_H (Madhya Pradesh),Bhopal_Pipaliya_H (Madhya Pradesh),Bhopal,Madhya Pradesh,False
7884,424119,Chalisgaon_ChaudhriWada_D (Maharashtra),Chalisgaon_ChaudhriWada_D (Maharashtra),Chalisgaon_ChaudhriWada_D (Maharashtra),Chalisgaon,Maharashtra,False
7885,382325,Ahmedabad_Odhavestate_L (Gujarat),Ahmedabad_Kanera_GW (Gujarat),Ahmedabad_Odhavestate_L (Gujarat),Ahmedabad,Gujarat,False
7886,581175,Dharwad_Mrityunjaya_D (Karnataka),Dharwad_Mrityunjaya_D (Karnataka),Dharwad_Mrityunjaya_D (Karnataka),Dharwad,Karnataka,True
7887,400005,Mumbai_Kalachowki_L (Maharashtra),Mumbai_Kalachowki_L (Maharashtra),Mumbai_Kalachowki_L (Maharashtra),Mumbai,Maharashtra,False
7888,575005,Mangalore_Katipalla_H (Karnataka),Mangalore_Katipalla_H (Karnataka),Mangalore_Katipalla_H (Karnataka),Mangalore,Karnataka,False
7889,246725,Chandpur_NoorpurRd_D (Uttar Pradesh),Chandpur_NoorpurRd_D (Uttar Pradesh),Chandpur_NoorpurRd_D (Uttar Pradesh),Chandpur,Uttar Pradesh,True
7890,768019,Sambalpur_Hirakud_H (Orissa),Sambalpur_Hirakud_H (Orissa),Sambalpur_Hirakud_H (Orissa),Sambalpur,Orissa,False
7891,670694,Thalassery_Panoor_D (Kerala),Thalassery_Panoor_D (Kerala),Thalassery_Panoor_D (Kerala),Thalassery,Kerala,True
7892,764073,Umerkote_Adhikariguda_D (Orissa),Umerkote_Adhikariguda_D (Orissa),Umerkote_Adhikariguda_D (Orissa),Umerkote,Orissa,True
7893,301035,Laxmangarh_Lilee_D (Rajasthan),Laxmangarh_Lilee_D (Rajasthan),Laxmangarh_Lilee_D (Rajasthan),Laxmangarh,Rajasthan,True
7894,517193,Pileru_Plot14_D (Andhra Pradesh),Pileru_Plot14_D (Andhra Pradesh),Pileru_Plot14_D (Andhra Pradesh),Pileru,Andhra Pradesh,True
7895,770012,Sundargarh_Duduka_D (Orissa),Sundargarh_Duduka_D (Orissa),Sundargarh_Duduka_D (Orissa),Sundargarh,Orissa,False
7896,465697,Shajapur_Mahupura_D (Madhya Pradesh),Shajapur_Mahupura_D (Madhya Pradesh),Shajapur_Mahupura_D (Madhya Pradesh),Shajapur,Madhya Pradesh,True
7897,610104,Thiruvarur_Pulivalam_D (Tamil Nadu),Thiruvarur_Pulivalam_D (Tamil Nadu),Thiruvarur_Pulivalam_D (Tamil Nadu),Thiruvarur,Tamil Nadu,True
7898,635002,Krishnagiri_Bynapalli_I (Tamil Nadu),Krishnagiri_Bynapalli_I (Tamil Nadu),Krishnagiri_Bynapalli_I (Tamil Nadu),Krishnagiri,Tamil Nadu,True
7899,577528,Jagaluru_Tumatelayout_D (Karnataka),Jagaluru_Tumatelayout_D (Karnataka),Jagaluru_Tumatelayout_D (Karnataka),Jagaluru,Karnataka,True
7900,758078,Bhadrak_Purusandha_D (Orissa),Bhadrak_Purusandha_D (Orissa),Bhadrak_Purusandha_D (Orissa),Bhadrak,Orissa,False
7901,262726,Lakhimpur_FunMall_D (Uttar Pradesh),Lakhimpur_FunMall_D (Uttar Pradesh),Lakhimpur_FunMall_D (Uttar Pradesh),Lakhimpur,Uttar Pradesh,True
7902,276302,Azamgarh_Husanganj_H (Uttar Pradesh),Azamgarh_Husanganj_H (Uttar Pradesh),Azamgarh_Husanganj_H (Uttar Pradesh),Azamgarh,Uttar Pradesh,True
7903,695543,Trivandrum_Chelamangalm_L (Kerala),Trivandrum_Chelamangalm_L (Kerala),Trivandrum_Chelamangalm_L (Kerala),Thiruvananthapuram,Kerala,False
7904,391443,Vadodara_Dashrath_H (Gujarat),Vadodara_Temp_H (Gujarat),Vadodara_Dashrath_H (Gujarat),Vadodara,Gujarat,False
7905,515835,Guntakal_VidyaNagar_D (Andhra Pradesh),Guntakal_VidyaNagar_D (Andhra Pradesh),Guntakal_VidyaNagar_D (Andhra Pradesh),Guntakal,Andhra Pradesh,True
7906,630310,Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi,Tamil Nadu,True
7907,176065,Dheera_Purba_DPP (Himachal Pradesh),Dheera_Purba_DPP (Himachal Pradesh),Dheera_Purba_DPP (Himachal Pradesh),Dheera,Himachal Pradesh,False
7908,584201,Raichur_Wadloor_I (Karnataka),Raichur_Wadloor_I (Karnataka),Raichur_Wadloor_I (Karnataka),Raichur,Karnataka,True
7909,423111,Nashik_Ojhar_D (Maharashtra),Nashik_Ojhar_D (Maharashtra),Nashik_Ojhar_D (Maharashtra),Nashik,Maharashtra,True
7910,686572,Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam,Kerala,False
7911,230122,Pratapgarh_Teonga_D (Uttar Pradesh),Pratapgarh_Teonga_D (Uttar Pradesh),Pratapgarh_Teonga_D (Uttar Pradesh),Pratapgarh,Uttar Pradesh,False
7912,785104,Majuli_GaramurChariali_DPP (Assam),Majuli_GaramurChariali_DPP (Assam),Majuli_GaramurChariali_DPP (Assam),Majuli,Assam,True
7913,243634,Budaun_KrishnaPuriRd_D (Uttar Pradesh),Budaun_KrishnaPuriRd_D (Uttar Pradesh),Budaun_KrishnaPuriRd_D (Uttar Pradesh),Budaun,Uttar Pradesh,True
7914,241124,Shahabad_ShahjahanpurRd_D (Uttar Pradesh),Shahabad_ShahjahanpurRd_D (Uttar Pradesh),Shahabad_ShahjahanpurRd_D (Uttar Pradesh),Shahabad,Uttar Pradesh,True
